facility_name,facility_type,address,city,county,state,zip,capacity,latitude,longitude,other_details,phone_number
Jeff Robert Jeffery,RES,115 S. Benwiley Avenue,SANTA MARIA,Santa Barbara County,CA,93458,10,34.95303438,-120.4457534,Men Only,(805) 862-4901 
Good Samaritan Shelter,RES-DETOX,401B W Morrison Avenue,SANTA MARIA,Santa Barbara County,CA,93458,12,34.9432282,-120.4408091,Co-Ed,(805) 347-3338 X102
Good Samaritan Shelter,NON,245 Inger Drive,SANTA MARIA,Santa Barbara County,CA,93454,0,34.9266249,-120.4330163,Co-Ed,(805) 346-8185 
Good Samaritan Shelter,RES-DETOX,113 South M Street,LOMPOC,Santa Barbara County,CA,93436,6,34.63879146,-120.4642951,Co-Ed,(805) 736-0357 X201
Good Samaritan Shelter,NON,403B W Morrison Avenue,SANTA MARIA,Santa Barbara County,CA,93454,0,34.94322853,-120.4408269,Co-Ed,(805) 332-3647 
Good Samaritan Shelter,NON,604 West Ocean Avenue,LOMPOC,Santa Barbara County,CA,93436,0,34.63896018,-120.4643467,Women Only,(805) 736-0357 
Good Samaritan Shelter,RES-DETOX,608 West Ocean Avenue,LOMPOC,Santa Barbara County,CA,93436,16,34.63899948,-120.4646897,Women/Children,(805) 736-0357 X201
Good Samaritan Shelter,NON,104 South C Street,LOMPOC,Santa Barbara County,CA,93436,0,34.63868199,-120.4514797,Co-Ed,(805) 741-7853 
Good Samaritan Shelter,RES-DETOX,412 E Tunnell Street,SANTA MARIA,Santa Barbara County,CA,93454,20,34.95749455,-120.4307505,Women/Children,(805) 332-3647 
Good Samaritan Shelter,NON,412B E Tunnell Street,SANTA MARIA,Santa Barbara County,CA,93454,0,34.95745109,-120.4311765,Women Only,(805) 925-0315 
Santa Barbara Rescue Mission,RES,535 East Yanonali Street,SANTA BARBARA,Santa Barbara County,CA,93103,45,34.4190086,-119.6842869,Men Only,(805) 966-1316 
Santa Barbara Cottage Hospital,RES,316 W Montecito Street,SANTA BARBARA,Santa Barbara County,CA,93101,24,34.41127986,-119.6969302,Co-Ed,(805) 569-7422 
Council On Alcoholism And Drug Abuse,NON,133 East Haley Street,SANTA BARBARA,Santa Barbara County,CA,93101,0,34.4188432,-119.6933892,Co-Ed,(805) 564-6057 
Council On Alcoholism And Drug Abuse,NON,1111 Garden Street,SANTA BARBARA,Santa Barbara County,CA,93101,0,34.4258975,-119.7002187,Co-Ed,(805) 730-7575 
Council On Alcoholism And Drug Abuse,RES-DETOX,1020 Placido Avenue,SANTA BARBARA,Santa Barbara County,CA,93101,12,34.41833132,-119.7065844,Co-Ed,(805) 963-1836 
Santa Barbara Rescue Mission,RES,24 West Arrellega Street,SANTA BARBARA,Santa Barbara County,CA,93101,24,34.42657143,-119.7101694,Women Only,(805) 966-1316 X800
Casa Serena,RES-DETOX,1515 Bath Street,SANTA BARBARA,Santa Barbara County,CA,93101,15,34.42344765,-119.7122496,Women Only,(805) 764-8647 
Council On Alcoholism And Drug Abuse,NON,232 East Canon Perdido Street,SANTA BARBARA,Santa Barbara County,CA,93101,0,34.42350437,-119.6973574,Co-Ed,(805) 772-1310 
"Sanctuary Centers Of Santa Barbara, Inc.",NON,222 W Valerio Street,SANTA BARBARA,Santa Barbara County,CA,93101,0,34.4253197,-119.7137925,Co-Ed,(805) 569-2785 
Coast Valley Worship Center,NON,133 N F Street,LOMPOC,Santa Barbara County,CA,93436,0,34.64021725,-120.4553614,Co-Ed,(805) 735-7525 
"Recovery Road Medical Center, Inc.",NON,334 S. Patterson Avenue,SANTA BARBARA,Santa Barbara County,CA,93111,0,34.43335563,-119.8094427,Co-Ed,(805) 962-7800 
American Riviera Llc,NON,403 E Montecito Street,SANTA BARBARA,Santa Barbara County,CA,93101,0,34.41977248,-119.6878171,Co-Ed,(805) 874-5922 
Coast Valley Worship Center,NON,1414 S Miller Street,SANTA MARIA,Santa Barbara County,CA,93454,0,34.93660603,-120.4315745,Co-Ed,(805) 739-1512 
Veritus Llc,NON,7 West Figueroa Street,SANTA BARBARA,Santa Barbara County,CA,93101,0,34.4221188,-119.7033959,Co-Ed,(646) 259-3172 
"Good Heart Recovery, Llc",RES-DETOX,2131 Modoc Road,SANTA BARBARA,Santa Barbara County,CA,93101,6,34.4248906,-119.7250885,Co-Ed,(808) 443-4535 
"Good Heart Recovery, Llc",NON,205 West Mission Street,SANTA BARBRA,Santa Barbara County,CA,93101,0,34.42843674,-119.7170735,Co-Ed,(805) 242-2175 
Trinity Health Partners Llc,RES-DETOX,1151 Glenview Road,MONTECITO,Santa Barbara County,CA,91308,6,34.42979005,-119.6482336,Dual Diagnosis,(503) 679-5590 
Telecare Corporation,RES-DETOX,298 Bernal Road,SAN JOSE,Santa Clara County,CA,95119,32,37.21773571,-121.7891563,Co-Ed,(408) 780-0755 
Behavioral Health Solutions Of California Llc,NON,1309 South Mary Avenue,SUNNYVALE,Santa Clara County,CA,94087,0,37.349352,-122.051259,Co-Ed/Youth,(800) 244-4949 
Uplift Family Services,NON,251 Llewellyn Avenue,CAMPBELL,Santa Clara County,CA,95008-1940,0,37.291338,-121.9584275,Families,(408) 379-3790 
"Lyric Recovery Services, Inc.",NON,1210 S. Bascom Avenue,SAN JOSE,Santa Clara County,CA,95128,0,37.30388764,-121.9316889,Co-Ed,(408) 216-9826 
Embodied Recovery Llc,NON,20 S. Santa Cruz Avenue,LOS GATOS,Santa Clara County,CA,95033,0,37.22216541,-121.9841594,Co-Ed,(888) 372-3610 
"Pathway Society, Inc.",NON,"1659 Scott Boulevard, ",SANTA CLARA,Santa Clara County,CA,95050,0,37.354347,-121.958631,Co-Ed,(408) 244-1834 
"Pathway Society, Inc.",RES-DETOX,102 South 11Th Street,SAN JOSE,Santa Clara County,CA,95112,65,37.339281,-121.8781575,Men Only,(408) 998-5191 
"Pathway Society, Inc.",NON,16433 Monterey Street,MORGAN HILL,Santa Clara County,CA,95037,0,37.1184373,-121.6461492,Co-Ed,(408) 782-6363 
"Support Systems Homes, Inc.",RES-DETOX,264 North Morrison Avenue,SAN JOSE,Santa Clara County,CA,95126,32,37.33323527,-121.9084762,Co-Ed,(408) 370-9688 
"Support Systems Homes, Inc.",RES,1281 Fleming Avenue,SAN JOSE,Santa Clara County,CA,95127,20,37.36365495,-121.7988259,Co-Ed,(408) 370-9688 
"Support Systems Homes, Inc.",NON,173 North Morrison Avenue,SAN JOSE,Santa Clara County,CA,95126,0,37.33255102,-121.9084853,Co-Ed,(408) 370-9688 
"Pathway Society, Inc.",RES-DETOX,9500 Malech Road,SAN JOSE,Santa Clara County,CA,95138,64,37.22006965,-121.732387,Women Only,(408) 281-6555 
"The Camp Recovery Center, Llc",NON,256 East Hamilton Avenue,CAMPBELL,Santa Clara County,CA,95008,0,37.29416834,-121.9457032,Co-Ed,(831) 438-1868 
"Advent Group Ministries, Inc.",DSS,1200 West Edmundson Avenue,MORGAN HILL,Santa Clara County,CA,95037,0,37.104291,-121.661703,Youth/Adolescent,(408) 779-1492 
"Advent Group Ministries, Inc.",DSS,1960 Church Avenue,SAN MARTIN,Santa Clara County,CA,95046,0,37.077201,-121.567545,Co-Ed,(408) 686-0776 
"Advent Group Ministries, Inc.",DSS,865 Black Walnut Court,MORGAN HILL,Santa Clara County,CA,95037,0,37.13958483,-121.6414351,Youth/Adolescent,(408) 779-5841 
Indian Health Center Of Santa Clara Valley,NON,602 East Santa Clara Street,SAN JOSE,Santa Clara County,CA,95112,0,37.34220789,-121.8778288,Co-Ed,(408) 445-3400 
"New Life Recovery Centers, Inc.",NON,1101 Park Avenue,SAN JOSE,Santa Clara County,CA,95126,0,37.32602464,-121.9122874,Co-Ed,(408) 271-0199 
Operation Dawn,RES,3005 Duvall Court,GILROY,Santa Clara County,CA,95020,6,37.04510522,-121.5286894,Men Only,(408) 362-0121 
"Positive Progressions Residential Treatment Centers, Inc",RES-DETOX,1721 Lollie Court,SAN JOSE,Santa Clara County,CA,95124,6,37.26143476,-121.9079293,Co-Ed,(408) 476-4888 
"Adi- Op, Inc.",NON,1952 Camden Avenue,SAN JOSE,Santa Clara County,CA,95124,0,37.26166152,-121.9280175,Co-Ed,(408) 879-7581 
"Lionrock Behavioral Health, Inc.",NON,621 E Campbell Avenue ,CAMPBELL,Santa Clara County,CA,95008,0,37.287423,-121.9386285,Co-Ed,(760) 994-4990 
"New Life Recovery Centers, Inc.",RES-DETOX,473 North San Pedro,SAN JOSE,Santa Clara County,CA,95110-2229,24,37.34316,-121.8992535,Co-Ed,(408) 297-1182 
"Parisi House On The Hill, Inc.",RES,9505 Malech Road,SAN JOSE,Santa Clara County,CA,95138,20,37.21978282,-121.7321833,Women Only,(408) 281-6570 
"Summit Estate, Inc.",NON,7280 Blue Hill Drive,SAN JOSE,Santa Clara County,CA,95129,0,37.30449949,-122.0312655,Co-Ed,(800) 701-6997 
"Summit Estate, Inc.",RES-DETOX,14455 Pike Road,SARATOGA,Santa Clara County,CA,95070,6,37.26370146,-122.0480824,Co-Ed,(650) 733-4711 
Healthright 360,NON,1340 Tully Road,SAN JOSE,Santa Clara County,CA,95122-3056,0,37.31648835,-121.8343405,Co-Ed,(408) 271-3900 
Wellness Recovery Retreat Center,RES-DETOX,10615 Crothers Road,SAN JOSE,Santa Clara County,CA,95127,12,37.38376122,-121.8004768,Co-Ed,(855) 762-3797 
Caminar,NON,375 Cambridge Ave.,PALO ALTO,Santa Clara County,CA,94306,0,37.427427,-122.1449355,Co-Ed,(650) 326-6576 
Caminar,NON,950 W. Julian Street,SAN JOSE,Santa Clara County,CA,95126,0,37.333179,-121.9088835,Co-Ed,(408) 292-9353 
Synthesis Recovery Inc.,RES-DETOX,5498 Blackoak Way,SAN JOSE,Santa Clara County,CA,95129,6,37.306116,-121.998384,Co-Ed,(408) 257-7466 
Los Gatos Therapy Center,NON,2542 S. Bascom Avenue,CAMPBELL,Santa Clara County,CA,95008,0,37.27631531,-121.9326484,Co-Ed,(408) 559-3403 
Caminar,NON,2202-2210 N. 1St Street,SAN JOSE,Santa Clara County,CA,95131,0,37.37741149,-121.921143,Co-Ed,(650) 326-6576 
"Gardner Family Health Network, Inc. ",NON,1887 Monterey Rd,SAN JOSE,Santa Clara County,CA,95112,0,37.3086264,-121.8663988,Co-Ed,(408) 977-1591 
Silicon Valley Recovery Llc,RES-DETOX,1189 Curtner Avenue,SAN JOSE,Santa Clara County,CA,95125,6,37.289088,-121.890618,Co-Ed,(949) 836-6793 
"Monterey Bay Recovery And Rehabilitation, Llc",NON,9057 Soquel Drive,APTOS,Santa Cruz County,CA,95003,0,36.97567711,-121.8899779,Co-Ed,(855) 734-2207 
Janus Of Santa Cruz,RES-DETOX,718 Carmel Street,SANTA CRUZ,Santa Cruz County,CA,95062,40,36.964854,-121.9978305,Co-Ed,(831) 462-1060 
Janus Of Santa Cruz,RES,516 Chestnut Street,SANTA CRUZ,Santa Cruz County,CA,95060,10,36.97316008,-122.0307513,Women/Children,(831) 423-9015 
Janus Of Santa Cruz,NON,200 7Th Avenue,SANTA CRUZ,Santa Cruz County,CA,95062,0,36.964341,-121.998051,Co-Ed,(831) 462-1060 
Encompass Community Services,NON,585 Auto Center Drive,WATSONVILLE,Santa Cruz County,CA,95076,0,36.91700273,-121.7673818,Co-Ed,(831) 728-2233 
"Seascape Recovery Center, Llc",RES-DETOX,125 Fuchsia Court,FREEDOM,Santa Cruz County,CA,95076,6,36.93664025,-121.7684649,Co-Ed,(855)734-2207
Encompass Community Services,RES,125 Rigg Street,SANTA CRUZ,Santa Cruz County,CA,95060,30,36.96971154,-122.0341031,Co-Ed,(831) 226-3728 
"Seascape Recovery Center, Llc",RES-DETOX,9C Marea Avenue,LA SELVA BEACH,Santa Cruz County,CA,95076,6,36.93374998,-121.8601187,Co-Ed,(855)734-2207
Encompass Community Services,NON,716 Ocean Street,SANTA CRUZ,Santa Cruz County,CA,95060-2126,0,36.97863837,-122.0208312,Co-Ed,(831) 423-2003 
"New Life Community Services, Inc.",RES,707 Fair Avenue,SANTA CRUZ,Santa Cruz County,CA,95060,38,36.956268,-122.0457915,Families,(831) 427-1007 
"Seascape Recovery Center, Llc",RES-DETOX,262 Gaffey Road,WATSONVILLE,Santa Cruz County,CA,95076,67,36.98355573,-121.7247571,Co-Ed,(855)734-2207
Encompass Community Services,RES,155 Miles Lane,WATSONVILLE,Santa Cruz County,CA,95076,23,36.92184624,-121.764322,Men Only,(831) 761-5422 
"Rikki Rap, Inc.",NON,8030 Soquel Avenue,SANTA CRUZ,Santa Cruz County,CA,95062-2096,0,36.982107,-121.967127,Co-Ed,(831) 476-1747 
"The Camp Recovery Center, Llc",RES-DETOX,3192 Glen Canyon Road,SCOTTS VALLEY,Santa Cruz County,CA,95066,53,37.036449,-122.015628,Co-Ed,(831) 438-1868 
"The Camp Recovery Center, Llc",NON,3600 Glen Canyon Road,SCOTTS VALLEY,Santa Cruz County,CA,95066,0,37.04139,-122.022657,Co-Ed,(831) 438-1868 
"The Camp Recovery Center, Llc",DSS,3192 Glen Canyon Road,SCOTTS VALLEY,Santa Cruz County,CA,95066,0,37.036449,-122.015628,Youth/Adolescent,(831) 438-1868 
"Empire Hotel, Eharc, Inc.",RES-DETOX,1237 California Street,REDDING,Shasta County,CA,96001,42,40.58677872,-122.3932633,Co-Ed,(530) 243-7470 
"Empire Hotel, Eharc, Inc.",NON,1616 West Street,REDDING,Shasta County,CA,96001,0,40.58151868,-122.3966699,Co-Ed,(530) 244-7074 
"Recover Together, Inc.",NON,376 Hartnell Avenue,REDDING,Shasta County,CA,96002,0,40.56523619,-122.368337,Co-Ed,(530) 537-2866 
Coastal Turning Point Inc.,NON,147 South River Street,SANTA CRUZ,Santa Cruz County,CA,95060-4556,0,36.97550607,-122.0239132,Co-Ed,(831) 234-2010 
"Votc, Inc.",NON,3617 Ricardo Avenue,REDDING,Shasta County,CA,96002,0,40.553442,-122.35653,Co-Ed,(530) 722-1114 
"Votc, Inc.",RES,3640 El Portal Drive,REDDING,Shasta County,CA,96002,32,40.55290764,-122.3560595,Women Only,(530) 722-1114 
"Votc, Inc.",RES,3590 El Portal Drive,REDDING,Shasta County,CA,96002,30,40.55402682,-122.3564367,Men/Youth,(530) 722-1114 
Sierra County Human Services,NON,704 Mill Street,LOYALTON,Sierra County,CA,96118,0,39.67390556,-120.2416055,Co-Ed,(530) 993-6746 
Siskiyou County Health And Human Services Agency,NON,2060 Campus Drive,YREKA,Siskiyou County,CA,96097-9538,0,41.70506333,-122.6481047,Co-Ed,(530) 841-4100 
"Dunamis Center, Inc.",NON,748 N. Market Street,REDDING,Shasta County,CA,96003,0,40.59605433,-122.3878681,Co-Ed,(530) 338-0087 
Karuk Tribe,NON,1515 South Oregon Street,YREKA,Siskiyou County,CA,96097,0,41.71770899,-122.6420168,Co-Ed,(530) 841-3141 
Bi-Bett,RES,126 Ohio Street,VALLEJO,Solano County,CA,94590,12,38.107404,-122.2639065,Women/Children,(707) 644-2577 
Bi-Bett,RES-DETOX,419 Pennsylvania Street,VALLEJO,Solano County,CA,94590,9,38.0980963,-122.2544711,Co-Ed,(707) 643-2715 
Bi-Bett,NON,604 Broadway Street,VALLEJO,Solano County,CA,94590,0,38.11239124,-122.2484885,Co-Ed,(707) 643-2748 
"Genesis House, Inc.",RES,1149 Warren Avenue,VALLEJO,Solano County,CA,94591,19,38.08796486,-122.2138988,Co-Ed,(707) 552-5295 
"Thomas J. Andrews, M.D., Inc.",NON,2885 Churn Creek Road,REDDING,Shasta County,CA,96002,0,40.565853,-122.3518545,Co-Ed,(530) 221-6303 
The House Of Acts/Substance Abuse Program,RES,627 Grant Street,VALLEJO,Solano County,CA,94590-7228,10,38.08770679,-122.2421155,Men Only,(707) 553-1042 
The House Of Acts/Substance Abuse Program,RES,115 Teri Court,VALLEJO,Solano County,CA,94589,10,38.15088512,-122.2639846,Men Only,(707) 553-1042 
Karuk Tribe,NON,64105 Hillside Road,HAPPY CAMP,Siskiyou County,CA,96039,0,41.79333483,-123.3754277,Co-Ed,(530) 493-1450 
The House Of Acts/Substance Abuse Program,RES,844 5Th Street,VALLEJO,Solano County,CA,94589,8,38.08499896,-122.238286,Women Only,(707) 553-1042 
"Archway Recovery Services, Inc.",RES-DETOX,1525 Union Avenue,FAIRFIELD,Solano County,CA,94533,15,38.258028,-122.040837,Men Only,(707) 435-1804 
"Archway Recovery Services, Inc.",NON,1225 Travis Boulevard,FAIRFIELD,Solano County,CA,94533,0,38.257893,-122.047704,Co-Ed,(707) 435-1804 
"Jblockshin & Associates Llc,",RES,4749 Georgia St,VALLEJO,Solano County,CA,94591,6,38.1018534,-122.196629,Men Only,(707) 563-0133 
"Women'S Recovery Services, A Unique Place",RES,98 Hendley Street,SANTA ROSA,Sonoma County,CA,95404,20,38.43769422,-122.7086646,Women/Children,(707) 527-0412 
Drug Abuse Alternatives Center,NON,2403 Professional Drive,SANTA ROSA,Sonoma County,CA,95403,0,38.463687,-122.7245175,Co-Ed,(707) 544-3295 
Drug Abuse Alternatives Center,RES,440 Arrowood Drive,SANTA ROSA,Sonoma County,CA,95407,58,38.42161788,-122.7184832,Co-Ed,(707) 284-2951 
"Campobello Chemical Dependency Recovery Center, Inc.",RES-DETOX,3250 Guerneville Road,SANTA ROSA,Sonoma County,CA,95401,25,38.449485,-122.7963825,Co-Ed,(707) 579-4066 
Drug Abuse Alternatives Center,NON,2400 County Center Drive,SANTA ROSA,Sonoma County,CA,95403,0,38.463579,-122.7260035,Women Only,(707) 566-0170 
Drug Abuse Alternatives Center,NON,2400 County Center Drive,SANTA ROSA,Sonoma County,CA,95403,0,38.463579,-122.7260035,Co-Ed,(707) 566-0170 
Drug Abuse Alternatives Center,RES-DETOX,1430 Neotomas Avenue,SANTA ROSA,Sonoma County,CA,95405,30,38.43355104,-122.6864042,Co-Ed,(707) 565-7460 
California Human Development Corporation,NON,3315 Airway Drive,SANTA ROSA,Sonoma County,CA,95403,0,38.4745893,-122.7381378,Co-Ed,(707) 523-2242 
"The Camp Recovery Center, Llc",NON,7064 Corline Court,SEBASTOPOL,Sonoma County,CA,95472,0,38.38992722,-122.8142621,Co-Ed,(707) 542-1706 
California Human Development Corporation,RES,3555 Sonoma Highway,SANTA ROSA,Sonoma County,CA,95409,40,38.45373638,-122.6813615,Women/Children,(707) 526-3150 
"New Vistas Recovery, Inc.",RES-DETOX,3020 Warm Springs Road,GLEN ELLEN,Sonoma County,CA,95442,30,38.37438962,-122.5483871,Co-Ed,(707) 996-6716 
"Sonoma County Indian Health Project, Inc.",NON,144 Stony Point Road,SANTA ROSA,Sonoma County,CA,95401,0,38.4400615,-122.7438779,Co-Ed,(707) 521-4550 
"The Camp Recovery Center, Llc",RES-DETOX,2264 Green Hill Road,SEBASTOPOL,Sonoma County,CA,95472,38,38.412765,-122.9010435,Co-Ed,(707) 823-3385 
"Muir Wood, Llc",DSS,1733 Skillman Lane,PETALUMA,Sonoma County,CA,94952,0,38.25598569,-122.6768599,Youth/Adolescent,(310) 903-1155 
"Muir Wood, Llc",DSS,1743 Skillman Lane,PETALUMA,Sonoma County,CA,94952,0,38.25594132,-122.6770508,Youth/Adolescent,(310) 903-1155 
"Muir Wood, Llc",NON,320 Washington Street,PETALUMA,Sonoma County,CA,94952,0,38.23465904,-122.6446485,Families,(310) 903-1155 
"Muir Wood, Llc",DSS,343 Haverfield Lane,PETALUMA,Sonoma County,CA,94952,0,38.24694717,-122.6664188,Co-Ed,(310) 903-1155 
"Muir Wood, Llc",DSS,900 Lohrman Lane,PETALUMA,Sonoma County,CA,94952,0,38.243304,-122.66928,Youth/Adolescent,(310) 903-1155 
"Muir Wood, Llc",DSS,621 Hannan Ranch Lane,PETALUMA,Sonoma County,CA,94952,0,38.27619591,-122.7123403,Youth/Adolescent,(310) 903-1155 
"Muir Wood, Llc",DSS,402 Rebecca St,PETALUMA,Sonoma County,CA,94952,0,38.2356129,-122.6542014,Youth/Adolescent,(310) 903-1155 
"Sonoma Recovery Services, Llc",RES-DETOX,11207 Valley Ford Road,PETALUMA,Sonoma County,CA,94952,38,38.30825855,-122.8460936,Co-Ed,(707) 795-7609 
"Pura Vida Recovery Services, Llc",RES-DETOX,721 Link Ln,SANTA ROSA,Sonoma County,CA,95401,6,38.44015378,-122.7337631,Co-Ed,(707) 968-1555 
Brooke Brody Licensed Clinical Social Worker Inc.,NON,621 2Nd Street,PETALUMA,Sonoma County,CA,94952,0,38.23115564,-122.631111,Dual Diagnosis,(240) 994-4926 
"Wavelengths Recovery, Llc",NON,6 Petaluma Blvd. North,PETALUMA,Sonoma County,CA,94952,0,38.233899,-122.6394945,Co-Ed,(714) 312-1011 
Valley Recovery Resources,RES-DETOX,1405 11Th Street,MODESTO,Stanislaus County,CA,95354,12,37.645074,-121.004469,Women Only,(209) 284-0970 
Stanislaus County Behavioral Health And Recovery Services,RES-DETOX,1904 Richland Avenue,CERES,Stanislaus County,CA,95307,44,37.600344,-120.963501,Co-Ed,(209) 541-2121 
"Muir Wood, Llc",DSS,6868 Cold Springs Road,PENNGROVE,Sonoma County,CA,94951,0,38.330388,-122.627043,Youth/Adolescent,(310) 903-1155 
"Pura Vida Recovery Services, Llc",NON,130 Stony Point Road,SANTA ROSA,Sonoma County,CA,95401,0,38.44067513,-122.7449839,Co-Ed,(707) 308-4492 
Nirvana Drug And Alcohol Treatment Program,NON,1100 Kansas Avenue,MODESTO,Stanislaus County,CA,95351,0,37.64596954,-121.0234275,Co-Ed,(209) 579-1151 
Serenity Group Llc,NON,1101 Standiford Avenue,MODESTO,Stanislaus County,CA,95350,0,37.689624,-121.009284,Co-Ed,(209) 579-3301 
Gene Radino,RES-DETOX,823 East Orangeburg Avenue,MODESTO,Stanislaus County,CA,95350,40,37.66364051,-120.98277,Co-Ed,(209) 527-9797 
Nirvana Drug And Alcohol Treatment Program,RES,1028 Reno Avenue,MODESTO,Stanislaus County,CA,95351,36,37.648998,-121.0279405,Co-Ed,(209) 579-1103 
Adolescence'S Last Resort,DSS,3125 Mchenry Avenue,MODESTO,Stanislaus County,CA,95350,0,37.68420032,-120.9942563,Youth/Adolescent,(209) 523-6910 
Dorothy Franklin,NON,2125 Wylie Drive,MODESTO,Stanislaus County,CA,95355,0,37.6581387,-120.9589263,Co-Ed,(209) 529-1855 
Nirvana Drug And Alcohol Treatment Program,RES,1116 Alice Street,MODESTO,Stanislaus County,CA,95350-5929,16,37.6471562,-121.0076438,Co-Ed,(209) 578-3132 
Adolescence'S Last Resort,DSS,218 East Orangeburg Avenue,MODESTO,Stanislaus County,CA,95350,0,37.66362736,-120.9902792,Youth/Adolescent,(209) 523-6900 
Lost Dreams Awaken Llc,NON,823 E. Orangeburg Ave,MODESTO,Stanislaus County,CA,95350,0,37.66364051,-120.98277,Co-Ed,(209) 527-9797 
Lost Dreams Awaken Llc,RES-DETOX,823 E. Orangeburg Ave M,MODESTO,Stanislaus County,CA,95350,30,37.66364051,-120.98277,Co-Ed,(209) 527-9797 
Feather River Men'S Center,RES,2465 Birch Street,LIVE OAK,Sutter County,CA,95953-2609,12,39.27108943,-121.6591782,Men Only,(530) 695-8006 
Trinity County Alcohol And Other Drug Services,NON,1450 Main Street,WEAVERVILLE,Trinity County,CA,96093,0,40.72342266,-122.9297691,Co-Ed,(530) 623-1362 
Sutter-Yuba Behavioral Health,NON,545 Garden Highway,YUBA CITY,Sutter County,CA,95991,0,39.11969154,-121.6163834,Co-Ed,(530) 822-7263 
"California Community Care Clinics, P.C.",NON,1352 Colusa Highway,YUBA CITY,Sutter County,CA,95993,0,39.14176252,-121.636468,Dual Diagnosis,(530) 618-8178 
Porterville Halfway House,RES,182 West Belleview Avenue,PORTERVILLE,Tulare County,CA,93257,12,36.07472647,-119.0205405,Women Only,(559) 781-0107 
Porterville Halfway House,RES,218 W. Belleview,PORTERVILLE,Tulare County,CA,93257,49,36.07472647,-119.021391,Men Only,(559) 781-0107 
